speaker_id,playtime,audio_link
17786,1331,https://www.archive.org/download/crack_doom_2211_librivox/crackofdoom_16_cromie.mp3
17998,1331,https://www.archive.org/download/ssf089_2301_librivox/ssf089_08_various.mp3
19431,1330,https://www.archive.org/download/autobiography_charleshspurgeon1_2502_librivox/autobiography1_13_spurgeon.mp3
15630,1330,https://www.archive.org/download/madame_de_mauves_2104_librivox/madamedemauves_03_james.mp3
16020,1330,https://www.archive.org/download/mlaw09_2106_librivox/mlaw009_01_various.mp3
15357,1330,https://www.archive.org/download/caxtons_2108_librivox/caxtons_50_bulwer-lytton.mp3
17268,1329,https://www.archive.org/download/what_christmas_is_2303_librivox/whatchristmasis_04_dickens.mp3
16417,1326,https://www.archive.org/download/ghohor054_2108_librivox/ghohor054_caterpilars_benson_rl.mp3
13178,1326,https://www.archive.org/download/history_of_astronomy_2005_librivox/historyofastronomy_03_forbes.mp3
19314,1326,https://www.archive.org/download/houseonthemarsh_2402_librivox/houseonthemarsh_21_warden.mp3
15837,1325,https://www.archive.org/download/blackhouseharleystreet_2412_librivox/blackhouseinharleystreet_05_fletcher.mp3
12873,1325,https://www.archive.org/download/radio_planet_2004_librivox/radioplanet_22_farley.mp3
19141,1325,https://www.archive.org/download/grizzlygreatestwildanimal_2402_librivox/grizzly_09_mills.mp3
13481,1324,https://www.archive.org/download/human_understanding_iv_2003_librivox/humanunderstandingvol4_19_locke.mp3
15515,1320,https://www.archive.org/download/worldstory_volume_xiv_2104_librivox/worldstory_volume14_051_ploetz.mp3
13952,1319,https://www.archive.org/download/kangaroo_2009_librivox/kangaroo_31_lawrence.mp3
15308,1318,https://www.archive.org/download/worldstory_volume_xiv_2104_librivox/worldstory_volume14_046_ploetz.mp3
17792,1318,https://www.archive.org/download/zoology_2407_librivox/zoology_48_ingersoll.mp3
13817,1318,https://www.archive.org/download/catholicsreadyanswer_2107_librivox/catholicsreadyanswer_37_hill.mp3
12764,1317,https://www.archive.org/download/fifty_years_1909_librivox/fiftyyearsadetective_19_furlong.mp3
16359,1316,https://www.archive.org/download/centaurians_2108_librivox/centaurians_07_biagi.mp3
18013,1315,https://www.archive.org/download/truestoriesgirlheroines_2401_librivox/truestoriesgirlheroines_13_everett-green.mp3
17903,1314,https://www.archive.org/download/newfacesold_2212_librivox/newfacesold_01_finn.mp3
16874,1314,https://www.archive.org/download/consuelo_2202_librivox/consuelo_089_sand.mp3
15247,1313,https://www.archive.org/download/rainbow_2104_librivox/rainbow_38_lawrence.mp3
15979,1312,https://www.archive.org/download/hackensaws_secrets_2306_librivox/drhackensawssecrets_17_fezandie.mp3
17592,1312,https://www.archive.org/download/cm6_2211_librivox/cm6_08_mason.mp3
17290,1310,https://www.archive.org/download/magichorseshoe_2211_librivox/horseshoe_11_lawrence.mp3
17352,1310,https://www.archive.org/download/buffalobill_2210_librivox/buffalobill_10_sabin.mp3
14190,1310,https://www.archive.org/download/christandhisfriends_2010_librivox/christandhisfriends_09_banks.mp3
15812,1310,https://www.archive.org/download/catholicsreadyanswer_2107_librivox/catholicsreadyanswer_38_hill.mp3
14320,1310,https://www.archive.org/download/little_girl_old_new_york_2103_librivox/littlegirloldnewyork_06_douglas.mp3
12724,1310,https://www.archive.org/download/acasketofcameos_2011_librivox/casketofcameos_22_boreham.mp3
14669,1309,https://www.archive.org/download/self-control_2102_librivox/selfcontrol_04_brunton.mp3
174,1308,https://www.archive.org/download/herbofgrace_2004_librivox/herbofgrace_06_carey.mp3
14728,1308,https://www.archive.org/download/worlds_best_literature_11_2103_librivox/worldsbestliterature11_38_various.mp3
17906,1307,https://www.archive.org/download/rosecottingham_2303_librivox/rosecottingham_07_syrett.mp3
14472,1306,https://www.archive.org/download/1001_questions_grammar_2009_librivox/1001grammar_18_hathaway.mp3
19443,1306,https://www.archive.org/download/ghohor073_2406_librivox/ghohor073_musicoferichzann_lovecraft_ww.mp3
11281,1306,https://www.archive.org/download/cambridgemedievalhistory3_2406_librivox/cambridgemedievalhistory3_25_various.mp3
19477,1306,https://www.archive.org/download/galacticpatrolversion2_2409_librivox/galacticpatrol2_06_smith.mp3
16583,1305,https://www.archive.org/download/love_and_life_1_2201_librivox/loveandlife1_09_oliphant.mp3
16277,1304,https://www.archive.org/download/thyrza_2111_librivox/thyrza_17_gissing.mp3
17441,1303,https://www.archive.org/download/billy_whiskers_out_for_fun_2207_librivox/billywhiskersoutforfun_13_montgomery.mp3
18469,1303,https://www.archive.org/download/fivelittlepeppersandfriends_2310_librivox/fivelittlepeppersandfriends_08_sidney.mp3
17313,1301,https://www.archive.org/download/greatsinnersofbible_2206_librivox/greatsinnersbible_11_banks.mp3
13495,1301,https://www.archive.org/download/harriot_stuart_2007_librivox/lifeofharriotstuart_14_lennox.mp3
17861,1300,https://www.archive.org/download/phoebe_junior_2212_librivox/phoebejunior_39_oliphant.mp3
17129,1300,https://www.archive.org/download/all_about_coffee_2212_librivox/allaboutcoffee_40_ukers.mp3
15886,1299,https://www.archive.org/download/grizzlygreatestwildanimal_2402_librivox/grizzly_13_mills.mp3
12975,1299,https://www.archive.org/download/childrensshortworks033_2002_librivox/csw033_catsanddogs_ejw.mp3
15421,1297,https://www.archive.org/download/forgodandgold_2103_librivox/forgodandgold_25_corbett.mp3
7078,1297,https://www.archive.org/download/snf086_2110_librivox/snf086_unclesamlottery_miller_mh.mp3
15206,1297,https://www.archive.org/download/marquis_de_villemer_2105_librivox/marquisdevillemer_23_sand.mp3
18958,1297,https://www.archive.org/download/hisdarlingsin_2403_librivox/hisdarlingsin_02_braddon.mp3
18890,1296,https://www.archive.org/download/history_literature_early_church_2310_librivox/historyliteratureearlychurch_08_orr.mp3
14178,1296,https://www.archive.org/download/great_events_famous_historians_4_2007_librivox/greatevents4_31_horne.mp3
17104,1296,https://www.archive.org/download/birdie_and_his_fairy_friends_2208_librivox/birdieandhisfairyfriends_13_canby.mp3
8368,1296,https://www.archive.org/download/homilies_on_colossians_2103_librivox/homiliesoncolossians_10_chrysostom.mp3
1977,1296,https://www.archive.org/download/wisdomsdaughter_2209_librivox/wisdomsdaughter_04_haggard.mp3
15691,1295,https://www.archive.org/download/six_years_with_the_texas_rangers_1875_to_1881_2111_librivox/texasrangers_19_gillett.mp3
13852,1295,https://www.archive.org/download/autobiography_of_an_actress_2004_librivox/autobio_26_mowatt.mp3
12075,1295,https://www.archive.org/download/commmon_prayer_1662_2104_librivox/prayers1662_07_parliamentengland.mp3
16140,1294,https://www.archive.org/download/lavender_dragon_2108_librivox/lavenderdragon_11_phillpotts.mp3
13175,1294,https://www.archive.org/download/motherearth4_2012_librivox/motherearth4_08_various.mp3
9128,1293,https://www.archive.org/download/cruiseofthewalrus_2212_librivox/cruiseofthewalrus_15_patterson.mp3
16059,1292,https://www.archive.org/download/lavender_dragon_2108_librivox/lavenderdragon_01_phillpotts.mp3
14802,1292,https://www.archive.org/download/childrensshortworks038_2008_librivox/csw038_princecherry_cl.mp3
19270,1291,https://www.archive.org/download/childrensshortworksvol055_2403_librivox/csw055_uglyduckling_ns.mp3
13281,1291,https://www.archive.org/download/shanfolklore_2004_librivox/shanfolklore_03_griggs.mp3
14129,1291,https://www.archive.org/download/house_divided_2008_librivox/housedivided_42_oliphant.mp3
19468,1291,https://www.archive.org/download/crownofstraw_2412_librivox/acrownofstraw_12_upward.mp3
14720,1290,https://www.archive.org/download/great_events_5_2101_librivox/greatevents5_35_horne.mp3
16798,1290,https://www.archive.org/download/ellenmiddleton_2205_librivox/ellenmiddleton_11_fullerton.mp3
17601,1289,https://www.archive.org/download/messiah_oratorio_handel_2210_librivox/messiahhandel_08_newton.mp3
15692,1288,https://www.archive.org/download/sotu_us_1934_1945_2107_librivox/stateoftheunion_1934_1945_02_various.mp3
18823,1288,https://www.archive.org/download/ghohor069_2309_librivox/ghohor069_frombeyond_lovecraft_ab.mp3
16988,1287,https://www.archive.org/download/history_great_war_2_2205_librivox/historygreatwar2_24_buchan.mp3
14635,1287,https://www.archive.org/download/living_animals_of_the_world_2_2102_librivox/livinganimals2_46_various.mp3
15172,1286,https://www.archive.org/download/woman_at_bay_2103_librivox/womanatbay_01_carter.mp3
18567,1285,https://www.archive.org/download/silver_pitchers_2307_librivox/silverpitchers_13_alcott.mp3
8799,1285,https://www.archive.org/download/virgin_soil_vol2_2103_librivox/virginsoilvolume2_03_turgenev.mp3
15586,1284,https://www.archive.org/download/mostcelebratedsermonsjohncalvin_2104_librivox/selectionsermonsjohncalvin_04_calvin.mp3
18267,1284,https://www.archive.org/download/seenonthestage_2304_librivox/seenonthestage_24_hamilton.mp3
13398,1284,https://www.archive.org/download/earthman_on_venus_1911_librivox/earthmanonvenus_05_farley.mp3
17643,1282,https://www.archive.org/download/ring_for_nancy_2212_librivox/ringfornancy_01_ford.mp3
19791,1282,https://www.archive.org/download/worldsbestorations3_2412_librivox/bestorations03_12_various.mp3
18341,1282,https://www.archive.org/download/returndonquixote_2306_librivox/returnofdonquixote_19_chesterton.mp3
6123,1281,https://www.archive.org/download/settlementatportjackson_2406_librivox/settlementatportjackson_10_tench.mp3
17423,1281,https://www.archive.org/download/heirloom_2209_librivox/heirloom_11_duthielisle.mp3
16865,1281,https://www.archive.org/download/story_of_the_world_2204_librivox/storyoftheworld_22_oneil.mp3
19269,1278,https://www.archive.org/download/onslaughtfromrigel_2405_librivox/onslaughtfromrigel_04_pratt.mp3
19416,1278,https://archive.org/download/greatevents15_2410_librivox/greatevents15_02_horne.mp3
13336,1278,https://www.archive.org/download/shortsciencefictioncollection102_2412_librivox/shortsciencefictioncollection102_06_various.mp3
3483,1277,https://www.archive.org/download/spoiler_men_2411_librivox/spoilerofmen_04_marsh.mp3
16576,1277,https://www.archive.org/download/homicidehussy_2411_librivox/homicidehussy_13_mcguire.mp3
19055,1277,https://www.archive.org/download/eccentricitiesoftheanimalcreation_2407_librivox/eccentricities_04_timbs.mp3
15085,1276,https://www.archive.org/download/history_of_astronomy_2101_librivox/historyofastronomy_30_bryant.mp3
13908,1276,https://www.archive.org/download/short_science_fiction_collection_067_2003_librivox/ssf067_15_various.mp3
11183,1275,https://www.archive.org/download/woman_at_bay_2103_librivox/womanatbay_14_carter.mp3
13818,1275,https://www.archive.org/download/shipofstars_2004_librivox/shipofstars_21_quillercouch.mp3
13338,1275,https://www.archive.org/download/menlikegods_2006_librivox/menlikegods_01_wells.mp3
15439,1275,https://www.archive.org/download/erasmus_and_the_age_of_reformation_2103_librivox/erasmus_03_huizinga.mp3
18164,1274,https://www.archive.org/download/catherines_coquetries_2308_librivox/catherinescoquetries_14_debans.mp3
14196,1274,https://www.archive.org/download/christandhisfriends_2010_librivox/christandhisfriends_22_banks.mp3
16285,1274,https://www.archive.org/download/englishliteratureforboysandgirls_2111_librivox/englishlitboysandgirls_58_marshall.mp3
13369,1273,https://www.archive.org/download/stolen_bacillus_1910_librivox/stolenbacillus_09_wells.mp3
13619,1272,https://www.archive.org/download/ss_082_1910_librivox/ss_082_15_various.mp3
15881,1271,https://www.archive.org/download/black_cat_02_02_2104_librivox/blackcat0202nov1896_2_various.mp3
18160,1271,https://www.archive.org/download/fivelittlepeppersandfriends_2310_librivox/fivelittlepeppersandfriends_27_sidney.mp3
17713,1271,https://www.archive.org/download/bluegerm_2410_librivox/bluegerm_18_swayne.mp3
15957,1269,https://www.archive.org/download/children_abbey_2111_librivox/childrenabbey_17_roche.mp3
19132,1269,https://www.archive.org/download/catastrophe_socialchange_2403_librivox/catastrophe_13_prince.mp3
19294,1269,https://www.archive.org/download/daysofqueenelizabeth_2412_librivox/daysofqueenelizabeth_15_tappan.mp3
17378,1267,https://www.archive.org/download/simplesusan_2212_librivox/simplesusan_01_edgeworth.mp3
18397,1267,https://www.archive.org/download/ssf_091_2303_librivox/ssf091_18_various.mp3
19293,1267,https://www.archive.org/download/ghohor072_2403_librivox/ghohor072_pictureinhouse_lovecraft_je.mp3
18932,1266,https://www.archive.org/download/introbirdsofpa_2311_librivox/birdsofpennsylvania_04_sutton.mp3
13457,1265,https://www.archive.org/download/ssf_069_2007_librivox/ssf_069_14_various.mp3
16721,1265,https://www.archive.org/download/fatal_message_2112_librivox/fatalmessage_04_carter.mp3
18133,1264,https://www.archive.org/download/pot_of_gold_2306_librivox/potofgold_16_freeman.mp3
18934,1264,https://www.archive.org/download/ssf095_2311_librivox/ssf095_tydoresgift_coppel_adom.mp3
18007,1264,https://www.archive.org/download/impressions_of_ukiyo-ye_2302_librivox/ukiyoye_03_amsden.mp3
13989,1261,https://www.archive.org/download/daysjourney_2009_librivox/daysjourney_05_syrett.mp3
19748,1260,https://www.archive.org/download/sciamersuppl484_2411_librivox/sciamsuppl484april1885_16_various.mp3
11905,1259,https://www.archive.org/download/on_2103_librivox/on_29_belloc.mp3
13643,1259,https://www.archive.org/download/earthman_on_venus_1911_librivox/earthmanonvenus_15_farley.mp3
15569,1258,https://www.archive.org/download/black_cat_01_12_2102_librivox/blackcat0112sep1896_1_various.mp3
12388,1257,https://www.archive.org/download/epics_and_romances_2008_librivox/epicsandromances_17_wagner.mp3
16380,1256,https://www.archive.org/download/ghohor054_2108_librivox/ghohor054_alchemist_lovecraft_td.mp3
19068,1255,https://www.archive.org/download/grizzlygreatestwildanimal_2402_librivox/grizzly_05_mills.mp3
17762,1255,https://www.archive.org/download/all_about_coffee_2212_librivox/allaboutcoffee_69_ukers.mp3
16620,1255,https://www.archive.org/download/henry_more_smith_2203_librivox/henrymoresmith_06_bates.mp3
16243,1253,https://www.archive.org/download/ladieswhosebrighteyes_2403_librivox/ladieswhosebrighteyes_02_ford.mp3
12147,1253,https://www.archive.org/download/buffalobill_2210_librivox/buffalobill_03_sabin.mp3
15564,1253,https://www.archive.org/download/earthman2_2104_librivox/earthmanonvenus2_02_farley.mp3
17808,1252,https://www.archive.org/download/mlaw016_2209_librivox/mlaw016_10_various.mp3
15066,1252,https://www.archive.org/download/rainbow_2104_librivox/rainbow_07_lawrence.mp3
17517,1251,https://www.archive.org/download/pagan_christian_creeds_2210_librivox/paganchristiancreeds_13_carpenter.mp3
17232,1249,https://www.archive.org/download/winniepooh3_2203_librivox/winniethepooh_07_milne.mp3
17690,1249,https://www.archive.org/download/livesofpresidents_wordsonesyllable_2211_librivox/livesofpresidents_03_pierson.mp3
19681,1248,https://www.archive.org/download/banana_2501_librivox/banana_18_fawcett.mp3
19582,1248,https://www.archive.org/download/worldsbestorations3_2412_librivox/bestorations03_71_various.mp3
11220,1247,https://www.archive.org/download/spirits_book_2201_librivox/spiritsbook_07_kardec.mp3
16491,1247,https://www.archive.org/download/ssc_099_2109_librivox/ssc099_18_various.mp3
16868,1247,https://www.archive.org/download/forgottenman_2208_librivox/forgottenman_26_sumner.mp3
18350,1247,https://www.archive.org/download/unlitlamp_2402_librivox/unlitlamp_10_holding.mp3
17285,1245,https://www.archive.org/download/uther_and_igraine_2208_librivox/uther_01_deeping.mp3
17539,1245,https://www.archive.org/download/christianityapostolicage_2212_librivox/christianityapostolicage_02_purves.mp3
19635,1245,https://www.archive.org/download/ssc-american-1_2412_librivox/ssc-american-1_19_various.mp3
13620,1244,https://www.archive.org/download/serapion_1912_librivox/serapion_13_stevens.mp3
16789,1243,https://www.archive.org/download/girlamonganarchists_2201_librivox/girlamongtheanarchists_06_meredith.mp3
19636,1242,https://www.archive.org/download/oldregime_2408_librivox/oldregime_07_tocqueville.mp3
16115,1242,https://www.archive.org/download/greekliterature_2108_librivox/greekliterature_02_tillyard.mp3
19393,1239,https://www.archive.org/download/greatheart_2406_librivox/greatheart_47_dell.mp3
19498,1237,https://www.archive.org/download/crownofstraw_2412_librivox/acrownofstraw_04_upward.mp3
11174,1237,https://www.archive.org/download/onehundredproofs_1912_librivox/onehundredproofs_05_carpenter.mp3
17604,1236,https://www.archive.org/download/hackensaws_secrets_2306_librivox/drhackensawssecrets_15_fezandie.mp3
16678,1235,https://www.archive.org/download/nellie_brown_2201_librivox/nelliebrown_05_detter.mp3
5949,1235,https://www.archive.org/download/anneshouseofdreams_2309_librivox/anneshouseofdreams_11_montgomery.mp3
12156,1234,https://www.archive.org/download/saintsbycandlelight_2111_librivox/candlelight_05_barclay.mp3
6754,1232,https://www.archive.org/download/askmamma_2203_librivox/askmamma_26_surtees.mp3
15537,1232,https://www.archive.org/download/bestdogstories_2103_librivox/bestdogstories_06_various.mp3
16573,1232,https://www.archive.org/download/outdoorgirlsmotorcar_2112_librivox/outdoorgirlsmotor_01_hope.mp3
18908,1232,https://www.archive.org/download/unlitlamp_2402_librivox/unlitlamp_02_holding.mp3
18587,1232,https://www.archive.org/download/introbirdsofpa_2311_librivox/birdsofpennsylvania_06_sutton.mp3
18995,1229,https://www.archive.org/download/houseonthemarsh_2402_librivox/houseonthemarsh_02_warden.mp3
13798,1229,https://www.archive.org/download/mildred_and_elsie_2003_librivox/mildredandelsie_16_finley.mp3
12319,1229,https://www.archive.org/download/psychologyofindividuation_2106_librivox/psychologicaltypes_22_jung.mp3
15792,1227,https://www.archive.org/download/wayofaneagle_2108_librivox/wayofaneagle_14_dell.mp3
15180,1225,https://www.archive.org/download/wishingstonestories_2012_librivox/wishingstonestories_07_burgess.mp3
14857,1225,https://www.archive.org/download/aliceinwonderland_2106_librivox/alicesadventuresinwonderland_06_carroll.mp3
17470,1224,https://www.archive.org/download/household_tales_2211_librivox/householdtales_166_grimm.mp3
15139,1224,https://www.archive.org/download/wishingstonestories_2012_librivox/wishingstonestories_05_burgess.mp3
18319,1223,https://www.archive.org/download/education_of_uncle_paul_2305_librivox/educationunclepaul_16_blackwood.mp3
2628,1223,https://www.archive.org/download/short_science_fiction_068_2006_librivox/ssf068_01_various.mp3
19036,1223,https://www.archive.org/download/truestoriesgirlheroines_2401_librivox/truestoriesgirlheroines_01_everett-green.mp3
18035,1222,https://www.archive.org/download/juniorclassicsvolume1fairyandwondertales_2305_librivox/fairyandwondertales_087_patten.mp3
17385,1222,https://www.archive.org/download/palos_2208_librivox/palos_05_giesy.mp3
18072,1221,https://www.archive.org/download/hackensaws_secrets_2306_librivox/drhackensawssecrets_27_fezandie.mp3
18520,1220,https://www.archive.org/download/fivelittlepeppersandfriends_2310_librivox/fivelittlepeppersandfriends_11_sidney.mp3
15332,1220,https://www.archive.org/download/wild_animals_at_home_2103_librivox/wildanimalsathome_08_seton.mp3
13465,1220,https://www.archive.org/download/the_frozen_pirate_1911_librivox/frozenpirate_09_russell.mp3
15189,1220,https://www.archive.org/download/urania_2104_librivox/urania_15_flammarion.mp3
13704,1218,https://www.archive.org/download/epics_and_romances_2008_librivox/epicsandromances_42_wagner.mp3
14919,1217,https://www.archive.org/download/auntjaneshero_2308_librivox/auntjaneshero_10_prentiss.mp3
18061,1217,https://www.archive.org/download/spc235_2301_librivox/spc235_wasteland_mc.mp3
8086,1216,https://www.archive.org/download/snf088_2112_librivox/snf088_russiansasiknow_jerome_mch.mp3
2733,1216,https://www.archive.org/download/great_men_and_famous_women_vol_2_2110_librivox/greatmenfamouswomen2_02_horne.mp3
18487,1215,https://www.archive.org/download/chronicles_wolfertsroost_2307_librivox/wolfertsroost_22_irving.mp3
16537,1215,https://www.archive.org/download/story_of_the_world_2204_librivox/storyoftheworld_33_oneill.mp3
19439,1215,https://www.archive.org/download/lives2_2502_librivox/lives2_34_laertius.mp3
18023,1215,https://www.archive.org/download/unlitlamp_2402_librivox/unlitlamp_01_holding.mp3
13221,1214,https://www.archive.org/download/thepothunters_2011_librivox/pothunters_01_wodehouse.mp3
17546,1213,https://www.archive.org/download/cornet_of_horse_2301_librivox/cornetofhorse_27_henty.mp3
5321,1212,https://www.archive.org/download/last_diary_2309_librivox/lastdiary_08_barbellion.mp3
18356,1211,https://www.archive.org/download/day_of_resis_2305_librivox/dayofresis_41_mentor.mp3
9163,1210,https://www.archive.org/download/crocodile_2103_librivox/crocodile_02_dostoyevsky.mp3
13387,1210,https://www.archive.org/download/empty_house_1908_librivox/emptyhouse_05_blackwood.mp3
15520,1209,https://www.archive.org/download/great_events_famous_historians_6_2104_librivox/greatevents6_17_horne.mp3
19323,1209,https://www.archive.org/download/daysofqueenelizabeth_2412_librivox/daysofqueenelizabeth_11_tappan.mp3
18920,1209,https://www.archive.org/download/acrosstheandes_2401_librivox/acrossandes_04_post.mp3
14446,1208,https://www.archive.org/download/house_divided_2008_librivox/housedivided_10_oliphant.mp3
16375,1208,https://www.archive.org/download/shenofthesea_2111_librivox/shenofthesea_13_chrisman.mp3
18568,1208,https://www.archive.org/download/north_by_night_2307_librivox/northbynight_05_burchard.mp3
17661,1207,https://www.archive.org/download/loom_and_spindle_2211_librivox/loomandspindle_05_robinson.mp3
17444,1206,https://www.archive.org/download/ads_and_sales_2206_librivox/adsandsales_05_casson.mp3
3268,1206,https://www.archive.org/download/secrets_crewe_house_2205_librivox/secretsofcrewehouse_08_stuart.mp3
15724,1205,https://www.archive.org/download/enquiry_v2_2108_librivox/enquiry2_27_godwin.mp3
11982,1205,https://www.archive.org/download/theflowersofshakespeare_1910_librivox/flowersofshakespeare_01_singleton.mp3
18782,1205,https://www.archive.org/download/death_of_gods_2312_librivox/deathofthegods_38_merezhkovsky.mp3
13849,1205,https://www.archive.org/download/life_and_death_2004_librivox/lifeanddeath_06_booth.mp3
13487,1204,https://www.archive.org/download/christian_nurse_2004_librivox/christiannurse_02_gautrelet.mp3
18054,1204,https://www.archive.org/download/returndonquixote_2306_librivox/returnofdonquixote_17_chesterton.mp3
16864,1204,https://www.archive.org/download/heavenly_bodies_2203_librivox/astronomy_23_todd.mp3
14095,1203,https://www.archive.org/download/mountainsinthemist_2008_librivox/mountainsinthemist_18_boreham.mp3
15597,1202,https://www.archive.org/download/triumphantdemocracy_2103_librivox/triumphantdemocracy_09_carnegie.mp3
14024,1202,https://www.archive.org/download/history_of_astronomy_2005_librivox/historyofastronomy_12_forbes.mp3
19290,1202,https://www.archive.org/download/worldthatneverwas_2404_librivox/worldthatneverwas_16_adcock.mp3
13560,1202,https://www.archive.org/download/red_rubber_2103_librivox/redrubber_06_morel.mp3
18874,1202,https://www.archive.org/download/thrillingstoriesoftheocean_2410_librivox/thrillingstoriesoftheocean_12_park.mp3
16745,1202,https://www.archive.org/download/mystery_of_choice_2203_librivox/mysteryofchoice_01_chambers.mp3
13853,1198,https://www.archive.org/download/worlds_story_x_2004_librivox/worldstory_volume10_050_tappan.mp3
17635,1198,https://www.archive.org/download/slavenarrativesvol11pt1_2209_librivox/slavenarrativesvol11pt1_67_various.mp3
15190,1198,https://www.archive.org/download/essays_of_schopenhauer_2107_librivox/essays_17_schopenhauer.mp3
11055,1197,https://www.archive.org/download/menlikegods_2006_librivox/menlikegods_09_wells.mp3
16064,1196,https://www.archive.org/download/enquiry_v2_2108_librivox/enquiry2_05_godwin.mp3
13710,1196,https://www.archive.org/download/villette_version_3_2202_librivox/villette_01_bronte.mp3
204,1195,https://www.archive.org/download/round_moon_2_2102_librivox/roundthemoon_08_verne.mp3
16431,1194,https://www.archive.org/download/yellow_claw_2109_librivox/yellowclaw_02_rohmer.mp3
18414,1193,https://www.archive.org/download/northangerabbey_2401_librivox/northangerabbey_07_austen.mp3
16323,1192,https://www.archive.org/download/englishliteratureforboysandgirls_2111_librivox/englishlitboysandgirls_75_marshall.mp3
16022,1191,https://www.archive.org/download/storyofmylife2_2203_librivox/storyofmylife2letters_04_keller.mp3
16654,1191,https://www.archive.org/download/gloves_past_present_2112_librivox/gloves_04_smith.mp3
19408,1190,https://www.archive.org/download/femalescripturecharacters_2405_librivox/femalescripturecharacters_15_jay.mp3
16660,1189,https://www.archive.org/download/dream_doctor_2201_librivox/dreamdoctor_17_reeve.mp3
19291,1188,https://www.archive.org/download/femalescripturecharacters_2405_librivox/femalescripturecharacters_24_jay.mp3
17466,1188,https://www.archive.org/download/hackensaws_secrets_2306_librivox/drhackensawssecrets_12_fezandie.mp3
19360,1188,https://www.archive.org/download/greatestwondersoftheworld_2407_librivox/greatestwondersoftheworld_18_singleton.mp3
12872,1187,https://www.archive.org/download/snf077_2010_librivox/snf077_howreligionembodimentreason_santayana_plb.mp3
13441,1186,https://www.archive.org/download/worlds_story_vii_germany_netherlands_switzerland_1908_librivox/worldstory_volume07_060_tappan.mp3
13420,1186,https://www.archive.org/download/nonfiction070_1911_librivox/snf070_theoroosevelton9thcommandment_cotton_asm.mp3
9873,1185,https://www.archive.org/download/shipofstars_2004_librivox/shipofstars_27_quillercouch.mp3
18533,1185,https://www.archive.org/download/sapphiresignet_2309_librivox/sapphiresignet_16_seaman.mp3
9284,1184,https://www.archive.org/download/turn_of_the_screw_ver_3_sc_2006_librivox/turnofthescrew_00_james.mp3
15042,1183,https://www.archive.org/download/bookaboutmyself_2202_librivox/bookaboutmyself_13_dreiser.mp3
18871,1183,https://www.archive.org/download/adventures_woman_hobo_2312_librivox/womanhobo_03_lynn.mp3
14069,1182,https://www.archive.org/download/castaways_flag_2005_librivox/castawaysoftheflag_10_verne.mp3
16812,1180,https://www.archive.org/download/history_of_rome_volume_1_2205_librivox/historyofrome1_09_livy.mp3
17413,1180,https://www.archive.org/download/paulfabersurgeon_2206_librivox/paulfaber_53_macdonald.mp3
17619,1180,https://www.archive.org/download/heart_happy_hollow_ver2_2212_librivox/heartofhappyhollow_11_dunbar.mp3
17212,1178,https://www.archive.org/download/buffalobill_2210_librivox/buffalobill_02_sabin.mp3
15978,1178,https://www.archive.org/download/caxtons_2108_librivox/caxtons_28_bulwer-lytton.mp3
16168,1177,https://www.archive.org/download/great_men_and_famous_women_vol_2_2110_librivox/greatmenfamouswomen2_17_horne.mp3
11969,1175,https://www.archive.org/download/ben_2009_librivox/ben_05_alger.mp3
19284,1174,https://www.archive.org/download/sevenlaws_of_teaching_2403_librivox/sevenlawsofteaching_10_gregory.mp3
18470,1174,https://www.archive.org/download/gun_running_casement_2305_librivox/gunrunningforcasement_20_spindler.mp3
18261,1174,https://www.archive.org/download/literarypilgrimages_2303_librivox/literarypilgrimages_03_packard.mp3
16410,1174,https://www.archive.org/download/davidandhisfriends_2110_librivox/davidandhisfriends_27_banks.mp3
17386,1172,https://www.archive.org/download/monica_2207_librivox/monica_16_everettgreen.mp3
14172,1172,https://www.archive.org/download/christandhisfriends_2010_librivox/christandhisfriends_05_banks.mp3
18468,1172,https://www.archive.org/download/four_phases_of_love_2306_librivox/fourphasesoflove_09_heyse.mp3
7635,1169,https://www.archive.org/download/congressmans_wife_2212_librivox/congressmanswife_12_barry.mp3
15899,1169,https://www.archive.org/download/thirteenthletter_2304_librivox/thirteenthletter_04_lincoln.mp3
16834,1168,https://www.archive.org/download/expositions_psalms_vol_4_76-101_2206_librivox/psalms4_51_augustine.mp3
19596,1168,https://www.archive.org/download/nobodysrose_2409_librivox/nobodysrose_08_thompson.mp3
14704,1167,https://www.archive.org/download/americantragedy_vol1_2106_librivox/americantragedyvol1_15_dreiser.mp3
19299,1167,https://www.archive.org/download/onslaughtfromrigel_2405_librivox/onslaughtfromrigel_21_pratt.mp3
19303,1167,https://www.archive.org/download/libraryessays_2403_librivox/libraryessays_36_bostwick.mp3
14670,1167,https://www.archive.org/download/self-control_2102_librivox/selfcontrol_08_brunton.mp3
18354,1167,https://www.archive.org/download/banditofhellsbend_2408_librivox/banditofhellsbend_17_burroughs.mp3
15006,1165,https://www.archive.org/download/red_cross_girls_stars_stripes_2203_librivox/redcrossgirlsstarsandstripes_03_vandercook.mp3
8278,1164,https://www.archive.org/download/love_and_life_1_2201_librivox/loveandlife1_11_oliphant.mp3
14123,1163,https://www.archive.org/download/charlemagne_2009_librivox/charlemagne_03_bulfinch.mp3
13911,1163,https://www.archive.org/download/living_animals_of_the_world_2_2102_librivox/livinganimals2_04_various.mp3
